CustomerID;Age;MonthlyIncome;TotalDebt;CreditLimit;PaymentHistory;NumberOfCreditCards;YearsWithCompany;AverageMonthlyBalance;CreditStatus
4652;24;4104;8531;8378;On Time;3;2;3649;Good
4653;43;6230;4724;12673;On Time;2;14;3022;Good
4654;57;4298;7927;13764;On Time;1;6;2451;Good
4655;22;3802;6018;29257;On Time;3;7;4444;Bad
4656;38;6527;6531;16116;On Time;2;1;4182;Good
4657;31;3065;8891;5472;On Time;1;16;4186;Bad
4658;21;4547;18654;5000;On Time;3;3;4309;Bad
4659;40;5492;6668;18652;Late;4;15;3588;Bad
4660;59;4139;18296;27425;On Time;1;11;3673;Bad
4661;37;6174;14244;13595;On Time;2;5;2828;Good
4662;32;4146;11981;13295;On Time;1;17;4347;Good
4663;67;7112;13740;17153;On Time;1;16;3178;Good
4664;69;4811;10068;11008;On Time;2;18;2442;Good
4665;62;6006;16430;5000;On Time;4;5;3439;Bad
4666;46;6119;12834;20186;On Time;1;19;2646;Good
4667;25;4058;1676;11934;On Time;2;8;3931;Good
4668;58;1919;11481;20250;On Time;1;14;3776;Bad
4669;65;5541;13919;11195;On Time;5;11;3876;Good
4670;36;5108;8554;15608;On Time;4;15;1593;Good
4671;65;5833;10631;19274;On Time;5;1;1266;Good
4672;56;4660;6935;20351;On Time;1;12;3210;Good
4673;63;4354;3111;16164;On Time;4;11;3213;Good
4674;45;8012;2248;15916;On Time;2;15;4336;Good
4675;63;2791;2314;18098;On Time;5;9;2403;Bad
4676;44;6100;13345;17320;On Time;4;12;2052;Good
4677;21;4138;0;8544;On Time;4;1;2272;Good
4678;32;4496;6667;8639;On Time;1;2;1942;Good
4679;52;4524;6171;5000;On Time;5;17;2520;Good
4680;54;3794;8589;18832;On Time;2;1;1840;Bad
4681;18;5856;717;13021;On Time;3;10;3098;Good
4682;20;7085;12019;19100;On Time;1;13;3041;Good
4683;64;5705;3634;17018;On Time;4;15;2325;Good
4684;41;5155;15662;9987;On Time;5;5;2025;Bad
4685;44;3520;6891;14398;On Time;3;11;1887;Bad
4686;57;5775;9521;12725;On Time;4;7;629;Good
4687;53;8234;10018;11953;On Time;5;4;2308;Good
4688;51;4428;11221;19576;On Time;5;11;2537;Good
4689;46;4436;10185;27553;On Time;3;7;982;Good
4690;41;4158;7864;20581;On Time;4;14;4401;Good
4691;41;4265;11715;14865;On Time;3;7;3919;Good
4692;59;882;12330;21297;On Time;2;10;2828;Bad
4693;21;5607;6174;23564;On Time;1;16;951;Good
4694;20;3731;12131;8038;On Time;1;7;4127;Bad
4695;51;2584;15958;21124;On Time;2;11;2544;Bad
4696;66;6129;13529;18848;On Time;4;19;1430;Good
4697;40;3376;14661;20940;On Time;3;4;1751;Bad
4698;69;4491;10859;19066;On Time;1;2;2473;Good
4699;40;7199;5319;13861;On Time;2;16;2048;Good
4700;62;2886;5951;25164;On Time;5;2;2348;Bad
4701;22;2701;11599;16697;On Time;1;8;1018;Bad
4702;48;5403;14713;12828;On Time;1;11;4427;Good
4703;58;6724;23929;17529;On Time;2;6;3964;Bad
4704;23;2638;14909;19861;On Time;3;18;2233;Bad
4705;54;5611;4147;15473;On Time;1;17;3861;Good
4706;27;5871;6163;16965;On Time;3;19;2531;Good
4707;57;1911;21392;15441;On Time;2;11;3029;Bad
4708;24;6197;8928;11699;On Time;5;6;1802;Good
4709;56;6314;10237;10890;On Time;1;12;3526;Good
4710;55;4532;5197;7985;On Time;3;12;3808;Good
4711;38;6878;17825;22590;On Time;3;12;3222;Bad
4712;37;6704;12501;13882;On Time;4;5;2471;Good
4713;20;5154;6126;5000;On Time;3;6;1006;Good
4714;68;4322;5030;16982;On Time;3;15;3861;Good
4715;39;3540;11536;16879;On Time;2;7;2797;Bad
4716;64;4943;10221;5667;On Time;3;7;2221;Good
4717;21;5854;14160;10838;On Time;4;3;2380;Good
4718;45;4513;12734;10618;On Time;5;8;3277;Good
4719;29;1703;8677;11288;On Time;4;11;1778;Bad
4720;55;6903;7280;21063;On Time;5;19;3425;Good
4721;68;5285;9200;14255;On Time;1;1;2746;Good
4722;53;4430;7246;12863;On Time;5;2;2287;Good
4723;64;6285;9349;20611;On Time;5;18;2205;Good
4724;58;7286;10082;17476;Late;4;19;3350;Bad
4725;22;797;5510;6295;On Time;2;13;520;Bad
4726;30;5651;13153;11916;On Time;2;18;2358;Good
4727;40;2860;8147;16609;On Time;5;19;3645;Bad
4728;67;5748;5790;10330;On Time;4;8;2894;Good
4729;47;5191;8241;25147;On Time;2;15;4212;Good
4730;54;5953;11211;15564;On Time;2;18;3135;Good
4731;42;4251;10415;11233;On Time;4;10;2339;Good
4732;65;2190;12110;9385;On Time;5;15;2759;Bad
4733;44;4324;14491;19637;On Time;1;10;3144;Good
4734;68;5610;16524;11760;On Time;4;18;2190;Bad
4735;31;6523;11427;16899;On Time;4;6;3608;Good
4736;65;3242;4652;9242;On Time;4;1;4818;Bad
4737;64;6540;8654;15350;On Time;5;14;1832;Good
4738;53;4028;4978;11820;On Time;5;3;3624;Good
4739;56;5543;18484;13423;On Time;4;1;2223;Bad
4740;33;4235;19937;11018;On Time;2;10;2313;Bad
4741;39;5273;13251;20128;On Time;1;17;2624;Good
4742;38;6337;14292;12544;On Time;3;1;2403;Good
4743;38;3159;11254;14282;On Time;4;16;3641;Bad
4744;25;3980;11830;14524;On Time;4;1;3048;Bad
4745;66;5277;2012;23061;On Time;5;3;2807;Good
4746;33;8602;9630;19451;On Time;5;5;3355;Good
4747;48;3705;5594;18953;On Time;3;19;3414;Bad
4748;59;8060;11406;7110;On Time;5;14;2979;Good
4749;27;8006;9701;11718;On Time;5;14;4001;Good
4750;49;4854;19734;20943;Late;2;18;3097;Bad
4751;51;4552;14583;9145;On Time;1;7;5112;Good
4752;26;3961;11422;15420;On Time;2;11;2086;Bad
4753;34;4897;8665;9673;On Time;4;10;1500;Good
4754;28;2889;18380;10175;On Time;2;12;3191;Bad
4755;49;4885;9850;23403;On Time;3;10;3911;Good
4756;27;7245;11658;18596;On Time;2;6;2660;Good
4757;39;4083;10211;19915;On Time;5;8;2178;Good
4758;34;4638;7979;18918;On Time;3;7;3005;Good
4759;21;2448;10182;14303;On Time;3;13;2748;Bad
4760;65;5561;190;11542;Late;4;12;2811;Bad
4761;69;5396;2261;12989;On Time;4;12;2221;Good
4762;64;5095;11748;14040;On Time;5;13;2482;Good
4763;42;4674;17840;23881;On Time;1;9;3957;Bad
4764;38;4560;11741;8318;On Time;3;7;4272;Good
4765;54;5752;6398;12231;On Time;5;16;2835;Good
4766;55;4956;2785;10435;On Time;4;19;1910;Good
4767;66;5472;13922;20283;On Time;4;11;1995;Good
4768;18;5322;7164;24268;On Time;1;5;1739;Good
4769;42;6685;13216;16543;On Time;3;17;3897;Good
4770;68;6015;11949;16955;On Time;3;1;3170;Good
4771;53;5289;12391;15456;On Time;5;5;2805;Good
4772;34;7277;10168;17187;Late;1;2;3887;Bad
4773;58;5630;11918;18865;On Time;2;2;3410;Good
4774;41;6957;9402;17128;On Time;5;12;560;Good
4775;19;5910;6823;17494;On Time;3;5;2279;Good
4776;57;2237;5182;18877;On Time;5;11;2957;Bad
4777;32;6957;0;6108;On Time;5;13;4772;Good
4778;49;5202;9094;15010;On Time;5;18;4647;Good
4779;56;4922;17596;16526;On Time;5;14;798;Bad
4780;23;5422;13650;17080;On Time;3;5;1728;Good
4781;18;4482;11138;14145;On Time;1;11;3144;Good
4782;64;5340;6329;15803;On Time;1;4;3630;Good
4783;40;4112;14986;11400;On Time;4;17;2341;Good
4784;56;6911;9403;6125;On Time;4;14;3517;Good
4785;34;4829;17874;19915;On Time;2;3;2335;Bad
4786;51;4426;5094;9328;On Time;1;2;2407;Good
4787;58;3612;6250;14197;On Time;5;8;1884;Bad
4788;46;5403;5763;11254;On Time;4;16;1632;Good
4789;26;5280;2589;22935;On Time;5;6;2494;Good
4790;30;5582;5314;14601;Late;2;7;4130;Bad
4791;23;3459;10516;13447;On Time;1;15;3480;Bad
4792;23;2598;6438;18739;On Time;3;9;3270;Bad
4793;37;5938;0;25782;On Time;2;18;2715;Good
4794;69;7226;15371;17028;On Time;3;12;3422;Bad
4795;20;3460;1579;13112;On Time;1;6;2526;Bad
4796;34;7384;12946;18482;On Time;3;12;2198;Good
4797;66;5425;10156;7136;On Time;1;7;3530;Good
4798;29;4989;20586;15232;On Time;5;15;2432;Bad
4799;65;4403;14984;24969;On Time;2;1;1932;Good
4800;64;2923;7476;15788;On Time;5;15;3431;Bad
4801;62;6481;6489;15538;On Time;1;14;1642;Good
4802;18;3836;17513;15103;On Time;1;13;3388;Bad
4803;34;3830;2620;13022;On Time;5;14;3406;Bad
4804;20;6487;10954;16572;On Time;5;15;1713;Good
4805;43;2175;9344;18876;On Time;5;9;1781;Bad
4806;32;2714;8283;13340;On Time;2;18;4304;Bad
4807;53;4972;11767;5000;On Time;2;6;3621;Good
4808;49;5439;10947;17328;On Time;1;4;3485;Good
4809;49;5727;12287;25665;Late;4;8;3216;Bad
4810;21;4547;10694;13118;On Time;5;19;3714;Good
4811;35;8795;12088;7644;On Time;3;11;3714;Good
4812;66;4658;10466;18387;On Time;3;8;2195;Good
4813;36;4653;6702;23719;On Time;3;10;2809;Good
4814;60;3804;10020;17646;On Time;5;5;2561;Bad
4815;69;5185;6428;23623;On Time;4;2;3573;Good
4816;52;5922;6098;18968;On Time;4;12;3168;Good
4817;57;6805;8319;18534;On Time;2;6;4265;Good
4818;31;2766;9402;12409;On Time;4;11;3278;Bad
4819;50;4631;10176;16427;On Time;3;19;3036;Good
4820;31;5670;14581;14852;On Time;3;18;3815;Good
4821;51;5880;7507;14681;On Time;5;7;3825;Good
4822;21;5009;10984;13730;On Time;2;17;4222;Good
4823;41;5813;10590;16128;On Time;1;4;3204;Good
4824;46;3786;6956;8518;On Time;2;3;5054;Bad
4825;36;7336;10368;19058;On Time;1;4;3924;Good
4826;23;6488;15013;10611;On Time;2;14;5095;Bad
4827;50;2982;10932;13748;On Time;4;9;3085;Bad
4828;66;3387;11132;16652;On Time;2;18;5268;Bad
4829;57;3429;6473;10363;On Time;5;18;3715;Bad
4830;36;6016;19844;5167;On Time;1;16;1975;Bad
4831;18;3072;6758;13084;On Time;4;12;2047;Bad
4832;22;4503;1661;7844;Late;4;8;2703;Bad
4833;44;5682;14300;18561;On Time;2;9;2691;Good
4834;33;4900;9425;9232;On Time;4;18;3340;Good
4835;23;5388;8484;22425;On Time;3;6;4758;Good
4836;57;3401;7272;14971;On Time;3;14;3323;Bad
4837;30;5892;19358;15295;On Time;3;6;1993;Bad
4838;65;4080;11772;5096;On Time;2;7;3438;Good
4839;52;4513;12748;15724;On Time;1;5;2597;Good
4840;36;5356;10813;14599;On Time;2;3;2649;Good
4841;29;5154;11350;8504;On Time;5;10;2813;Good
4842;33;5035;16993;15436;On Time;4;16;2632;Bad
4843;60;3874;8745;13010;On Time;3;11;1704;Bad
4844;27;4550;2715;13916;On Time;2;3;3095;Good
4845;42;5003;14340;15129;Late;2;15;4740;Bad
4846;37;2937;12483;12642;On Time;4;12;3800;Bad
4847;48;4306;10539;16232;On Time;2;1;1810;Good
4848;21;5581;12353;14567;On Time;3;13;468;Good
4849;61;3083;8146;17363;On Time;4;16;3330;Bad
4850;40;6734;10103;12356;On Time;1;7;3578;Good
4851;19;6904;9341;9675;On Time;3;7;3575;Good
4852;39;3132;7042;11455;On Time;5;6;3112;Bad
4853;68;7036;15945;22213;On Time;5;3;1964;Bad
4854;54;4784;2938;19779;On Time;4;12;4662;Good
4855;25;5627;21804;21066;On Time;3;9;2874;Bad
4856;24;4255;14386;21413;On Time;3;11;2480;Good
4857;31;6384;1110;12668;On Time;3;6;3493;Good
4858;20;5609;8879;16479;On Time;5;12;2495;Good
4859;67;3778;9157;15379;Late;4;16;1867;Bad
4860;33;3252;11959;18297;On Time;5;6;2512;Bad
4861;36;2809;5053;13554;On Time;2;12;3242;Bad
4862;68;5281;10160;15464;On Time;1;4;4309;Good
4863;35;5858;9394;15361;On Time;5;18;1195;Good
4864;69;5976;6311;17661;On Time;4;17;3424;Good
4865;33;4823;5616;18278;On Time;5;8;3840;Good
4866;25;3264;14594;15468;On Time;2;13;3407;Bad
4867;50;3976;1517;15619;On Time;2;5;3635;Bad
4868;66;6728;12389;16129;On Time;2;3;4413;Good
4869;29;4273;13987;23232;On Time;2;19;3942;Good
4870;28;5215;8907;6350;On Time;1;5;2603;Good
4871;22;3386;10261;10151;Late;3;18;3956;Bad
4872;44;5504;15817;18368;On Time;2;6;3162;Bad
4873;29;4313;6475;16348;On Time;1;9;3784;Good
4874;34;6570;6991;16313;On Time;5;17;1750;Good
4875;23;6160;7522;18337;On Time;2;11;2825;Good
4876;50;4256;15826;16069;On Time;5;15;3603;Bad
4877;22;4810;16461;12203;On Time;5;19;2873;Bad
4878;45;4173;3020;18144;On Time;4;16;3532;Good
4879;31;2870;15031;15104;On Time;1;1;4342;Bad
4880;22;3713;14094;12762;On Time;1;15;2726;Bad
4881;50;5297;17767;18451;On Time;2;5;3884;Bad
4882;67;5487;11925;18255;On Time;2;5;1971;Good
4883;65;5222;9778;16073;On Time;2;16;3759;Good
4884;58;4547;15726;23585;On Time;1;8;1367;Bad
4885;36;6399;13494;21634;On Time;5;6;3196;Good
4886;39;5095;21224;20009;On Time;5;12;3164;Bad
4887;22;6054;14793;27831;On Time;2;4;4720;Good
4888;19;2339;10767;14267;On Time;5;16;2514;Bad
4889;47;-883;4129;12675;On Time;2;11;1004;Bad
4890;64;5425;7095;19301;On Time;3;13;3524;Good
4891;56;2862;2820;13736;On Time;5;15;1987;Bad
4892;21;4681;8924;15059;On Time;1;5;3060;Good
4893;50;4546;14630;10070;On Time;4;13;2339;Good
4894;30;7381;9981;18033;On Time;1;2;2793;Good
4895;37;5599;15108;7644;On Time;1;12;853;Bad
4896;24;5248;11687;14517;On Time;4;6;1269;Good
4897;32;6255;7984;14923;On Time;2;3;3381;Good
4898;40;5552;10438;12819;On Time;5;10;2854;Good
4899;31;4313;12360;6213;On Time;1;4;1855;Good
4900;40;6607;10696;6176;On Time;5;10;2447;Good
4901;36;3335;10753;11269;Late;4;7;3490;Bad
4902;46;5484;6154;17695;On Time;4;18;2722;Good
4903;37;2678;7835;16444;On Time;5;14;3434;Bad
4904;46;5305;21292;14917;On Time;5;18;2124;Bad
4905;41;5289;16142;10577;On Time;4;1;3548;Bad
4906;35;7514;2630;16705;On Time;2;17;2761;Good
4907;27;2652;0;6004;On Time;5;3;3381;Bad
4908;58;4098;10380;5000;On Time;3;15;3291;Good
4909;25;6234;14467;13784;On Time;3;14;2596;Good
4910;43;5502;7400;12269;On Time;5;7;2644;Good
4911;46;5270;15108;20065;On Time;1;10;2848;Bad
4912;27;3565;10298;15789;On Time;4;8;3682;Bad
4913;34;4113;9184;23253;On Time;2;11;4727;Good
4914;19;6867;13780;12258;On Time;3;5;2211;Good
4915;23;4922;7340;17433;On Time;3;3;3966;Good
4916;22;5563;8566;13738;On Time;1;9;2735;Good
4917;45;4827;13350;21908;On Time;5;19;2896;Good
4918;58;3225;9843;13979;On Time;1;7;3284;Bad
4919;22;6400;19543;19272;On Time;2;1;2547;Bad
4920;35;5754;13469;9611;On Time;5;10;2641;Good
4921;43;8458;13144;12923;On Time;3;12;4871;Good
4922;37;3476;9752;14579;On Time;3;15;3084;Bad
4923;58;6233;14373;21317;On Time;4;11;3495;Good
4924;66;3032;8386;5000;On Time;2;6;4819;Bad
4925;44;5236;11411;13336;On Time;3;3;4788;Good
4926;66;6464;5418;13167;On Time;1;9;2823;Good
4927;29;1891;15197;5000;On Time;3;17;2224;Bad
4928;24;4692;11453;12679;On Time;1;19;1925;Good
4929;20;4155;19912;7296;Late;1;2;1823;Bad
4930;27;3947;21961;5000;On Time;5;5;2572;Bad
4931;51;5577;13816;13688;On Time;5;18;1898;Good
4932;42;6681;10342;13519;On Time;3;12;2936;Good
4933;52;4800;5269;13775;On Time;3;15;2283;Good
4934;33;5308;14523;16264;Late;1;14;2663;Bad
4935;19;5171;11051;10603;On Time;5;2;2900;Good
4936;41;5002;12690;23954;On Time;3;10;2680;Good
4937;27;3365;18648;14833;On Time;5;3;1948;Bad
4938;55;6662;5877;21432;On Time;2;9;3355;Good
4939;39;5442;5378;6600;On Time;1;15;4230;Good
4940;43;5592;8817;10827;On Time;5;3;4206;Good
4941;60;3790;14106;18431;Late;3;19;3857;Bad
4942;56;4311;12774;13867;Late;1;6;2727;Bad
4943;44;4735;5521;9634;On Time;4;4;2368;Good
4944;46;2698;13782;5806;On Time;1;11;3705;Bad
4945;64;2467;3993;18666;On Time;2;8;3327;Bad
4946;55;4098;5811;18258;Late;1;18;3705;Bad
4947;37;5783;9422;16216;On Time;5;13;4846;Good
4948;44;4020;7232;12520;On Time;5;15;2977;Good
4949;58;3471;14449;9434;On Time;3;16;2243;Bad
4950;37;3777;11431;14735;On Time;3;3;2471;Bad
4951;61;4316;18827;8423;On Time;1;5;3140;Bad
4952;36;4469;8764;11242;On Time;1;7;2428;Good
4953;37;8248;9388;21306;On Time;1;1;3746;Good
4954;52;6581;16051;5745;Late;5;8;3700;Bad
4955;64;6537;9545;18387;On Time;5;6;4289;Good
4956;19;6752;17470;22470;On Time;4;4;4296;Bad
4957;47;3501;12704;19081;On Time;4;11;476;Bad
4958;51;3166;0;16991;On Time;4;6;2215;Bad
4959;39;3339;15887;12682;On Time;3;18;3109;Bad
4960;20;7001;14563;11770;On Time;5;2;1880;Good
4961;23;4179;14756;5000;On Time;1;19;2942;Good
4962;32;3122;445;15185;Late;1;19;2226;Bad
4963;44;4353;6685;12988;On Time;4;18;2585;Good
4964;27;4642;7056;11509;Late;3;11;4673;Bad
4965;26;5402;5794;14899;On Time;3;3;4230;Good
4966;50;5376;18709;15311;On Time;4;11;3029;Bad
4967;49;3757;9941;11822;On Time;1;1;2121;Bad
4968;65;6028;9817;23065;On Time;3;2;3345;Good
4969;23;4041;12760;18653;On Time;2;1;861;Good
4970;58;4765;12846;19481;On Time;4;1;3678;Good
4971;53;6030;0;14483;On Time;1;13;3584;Good
4972;19;4037;6768;17556;On Time;2;1;1842;Good
4973;46;4145;2936;10521;On Time;5;10;4356;Good
4974;21;5887;12001;18331;On Time;1;13;2423;Good
4975;18;3713;8555;13977;On Time;2;8;2103;Bad
4976;36;4422;10076;9890;On Time;5;7;3195;Good
4977;43;5833;0;14886;On Time;3;12;1701;Good
4978;42;8081;8450;13539;On Time;1;8;2155;Good
4979;27;5908;15575;26615;On Time;1;13;3370;Bad
4980;32;5708;17047;17176;On Time;3;2;2568;Bad
4981;39;5796;13594;22898;On Time;1;9;4431;Good
4982;68;3390;3322;20656;On Time;4;17;1464;Bad
4983;65;5173;16297;15188;On Time;2;18;3114;Bad
4984;38;4955;13620;12781;On Time;5;16;4018;Good
4985;39;5482;9414;6298;On Time;5;9;3812;Good
4986;53;5174;0;10645;On Time;2;5;2323;Good
4987;51;5569;14767;18313;On Time;4;16;4842;Good
4988;47;4532;7039;13489;On Time;1;13;1145;Good
4989;42;5087;11730;16879;On Time;3;2;2975;Good
4990;62;3158;10341;5000;Late;3;12;3932;Bad
4991;45;4520;17691;17267;Late;1;9;4227;Bad
4992;18;7086;9373;20482;Late;5;2;2107;Bad
4993;66;5478;9924;6121;On Time;2;12;3153;Good
4994;62;4968;17893;16857;On Time;2;6;3802;Bad
4995;21;7844;6708;21717;On Time;5;13;2835;Good
4996;24;2958;14071;23400;On Time;2;16;1812;Bad
4997;66;3335;9006;12482;On Time;5;8;1286;Bad
4998;26;7569;4987;18899;On Time;4;7;2348;Good
4999;53;5068;10005;22148;On Time;1;15;2449;Good
5000;36;4636;13458;17006;Late;5;5;2243;Bad
5001;18;3201;16768;21425;On Time;4;18;4865;Bad
5002;27;5671;17373;14820;On Time;5;19;3557;Bad
5003;53;5816;8526;16971;Late;4;13;2714;Bad
5004;26;3358;5063;11891;On Time;4;16;2779;Bad
5005;62;4789;8406;14176;Late;4;13;2839;Bad
5006;63;4496;4092;17168;On Time;1;14;3595;Good
5007;59;5383;8913;11516;On Time;5;16;1922;Good
5008;49;3321;8291;13882;On Time;5;12;2044;Bad
5009;49;6877;13637;18804;On Time;5;12;2974;Good
5010;23;6373;0;25262;On Time;4;11;242;Good
5011;65;4455;6331;5000;On Time;2;7;2192;Good
5012;55;4675;6372;24882;On Time;2;4;3897;Good
5013;34;4795;15935;13700;On Time;5;6;3788;Bad
5014;27;3832;4430;19824;On Time;2;14;1391;Bad
5015;67;4334;11133;20805;On Time;2;14;2889;Good
5016;44;4594;9359;22822;On Time;2;12;1677;Good
5017;67;7419;15215;11360;On Time;4;15;2236;Bad
5018;52;6419;12979;13873;On Time;5;11;2370;Good
5019;69;6401;10606;14732;On Time;5;4;3654;Good
5020;38;5554;7226;13212;On Time;3;11;3934;Good
5021;42;3324;738;21593;On Time;3;12;2487;Bad
5022;45;4937;11235;14615;On Time;2;8;1487;Good
5023;64;6455;12652;6907;On Time;5;18;1193;Good
5024;32;3112;2125;11834;On Time;2;6;4128;Bad
5025;21;5954;3831;7107;On Time;4;9;2712;Good
5026;46;8483;11261;13858;On Time;5;17;2781;Good
5027;26;6592;11695;18362;On Time;4;5;1843;Good
5028;44;7121;5046;11727;On Time;4;16;3910;Good
5029;43;5327;7129;12984;On Time;5;13;3602;Good
5030;36;6451;817;13626;On Time;2;13;2561;Good
5031;45;3923;16886;15703;On Time;3;9;2061;Bad
5032;34;6193;3500;17580;On Time;2;2;3173;Good
5033;60;5981;12711;19036;On Time;3;16;1136;Good
5034;58;5434;9825;26277;On Time;1;1;3480;Good
5035;59;6974;16447;15617;On Time;3;8;2686;Bad
5036;67;4191;6038;18678;On Time;5;2;3175;Good
5037;37;4719;10306;7062;On Time;3;10;2956;Good
5038;62;5143;1507;13104;On Time;1;13;3842;Good
5039;57;3455;307;13647;On Time;3;1;3906;Bad
5040;56;5340;12981;9913;On Time;2;3;4037;Good
5041;66;2421;1074;12320;On Time;3;9;3096;Bad
5042;40;6570;8858;14462;On Time;5;4;2917;Good
5043;64;5069;15056;12476;On Time;5;5;2321;Bad
5044;49;4218;13733;28009;On Time;4;2;2413;Good
5045;69;3748;6677;17561;On Time;2;15;3348;Bad
5046;64;4648;2057;25005;On Time;2;3;3014;Good
5047;50;6032;12547;22463;On Time;3;19;4215;Good
5048;63;5821;16711;11803;On Time;3;11;2764;Bad
5049;22;3941;6688;15187;On Time;5;7;1560;Bad
5050;60;3730;5983;12825;On Time;4;7;3146;Bad
5051;65;5985;7375;14190;On Time;1;17;3926;Good
5052;51;3916;12858;10117;Late;3;15;3511;Bad
5053;57;5089;16142;12792;On Time;2;8;3472;Bad
5054;28;5185;3801;16797;On Time;3;10;4009;Good
5055;67;5468;2508;16665;On Time;4;15;3209;Good
5056;20;6287;21699;16267;On Time;2;7;1352;Bad
5057;50;3105;9113;14701;On Time;4;17;3842;Bad
5058;28;2133;11264;19303;On Time;2;13;3279;Bad
5059;33;4148;6540;13714;On Time;3;6;2873;Good
5060;35;7702;12449;21957;On Time;4;5;1774;Good
5061;47;8033;14800;5762;On Time;5;16;2200;Good
5062;65;7746;11498;18284;On Time;2;2;1154;Good
5063;27;4710;18704;17441;On Time;4;5;2461;Bad
5064;35;2326;8366;11627;On Time;4;5;2396;Bad
5065;55;1485;8685;13223;On Time;1;12;2874;Bad
5066;36;4078;11157;17323;On Time;1;18;4561;Good
5067;53;4702;12324;19579;On Time;3;1;3956;Good
5068;30;6950;11139;6252;On Time;5;13;3034;Good
5069;63;6301;3577;18141;On Time;5;12;2243;Good
5070;20;5341;11562;12711;Late;4;8;1848;Bad
5071;27;3665;8129;20626;On Time;4;1;4068;Bad
5072;55;3558;7095;5803;On Time;4;15;1716;Bad
5073;18;5381;10162;27226;On Time;2;10;1831;Good
5074;44;6045;5192;10569;On Time;3;1;5564;Good
5075;63;5587;4323;22149;Late;3;14;2801;Bad
5076;25;3448;0;14654;On Time;1;13;5074;Bad
5077;68;5976;18736;10906;Late;4;10;2645;Bad
5078;63;5638;12778;16325;On Time;4;5;4247;Good
5079;59;3394;9416;20145;On Time;2;9;3267;Bad
5080;34;3823;6663;7236;On Time;4;14;2302;Bad
5081;26;6032;0;18507;On Time;4;1;2106;Good
5082;23;4648;6357;14939;On Time;3;15;775;Good
5083;60;7383;13579;17885;Late;4;19;2000;Bad
5084;42;5751;14710;15054;On Time;2;7;3686;Good
5085;56;4270;13211;12140;On Time;2;18;2923;Good
5086;66;4984;10791;9434;On Time;5;4;2428;Good
5087;45;5095;16519;18363;On Time;5;6;2881;Bad
5088;50;3907;8357;18336;On Time;1;3;3949;Bad
5089;54;3631;15425;18311;On Time;2;4;1613;Bad
5090;26;6052;8077;17137;On Time;2;2;3342;Good
5091;35;6267;5594;19723;On Time;3;3;1498;Good
5092;38;5905;4971;22030;On Time;5;18;212;Good
5093;19;7272;4677;5617;On Time;1;2;2380;Good
5094;60;4187;13295;5000;On Time;3;8;2511;Good
5095;55;7511;6286;23589;On Time;3;7;2666;Good
5096;57;3648;4834;8294;On Time;5;9;2891;Bad
5097;53;3480;13568;9568;On Time;3;9;3520;Bad
5098;67;2360;11639;13561;On Time;5;2;2249;Bad
5099;60;4331;14812;6730;On Time;2;7;1657;Good
5100;54;4244;12562;13092;On Time;2;13;4069;Good
5101;32;5788;6234;10259;Late;5;8;4258;Bad
5102;45;5365;10380;13833;On Time;4;1;3195;Good
5103;35;3210;10625;16399;On Time;4;3;3449;Bad
5104;51;4410;5404;13282;On Time;1;8;3987;Good
5105;39;4442;4476;13029;On Time;4;19;3997;Good
5106;28;2336;6596;16289;On Time;1;4;1783;Bad
5107;30;3528;20182;20221;Late;5;10;2754;Bad
5108;21;3843;7936;23014;On Time;5;18;1326;Bad
5109;39;7150;16164;13907;On Time;5;19;3265;Bad
5110;24;5287;7656;24124;On Time;1;12;3591;Good
5111;60;5993;14444;19383;On Time;3;11;1617;Good
5112;41;2752;14512;8839;On Time;1;6;3650;Bad
5113;21;6791;14762;8693;On Time;3;6;3943;Good
5114;45;6951;11939;12113;Late;2;8;4490;Bad
5115;32;2002;16886;22223;On Time;2;10;2838;Bad
5116;18;3942;11891;12493;On Time;3;2;3474;Bad
5117;20;5743;18567;5538;On Time;3;13;4318;Bad
5118;31;5966;1900;13855;On Time;4;19;1815;Good
5119;55;3982;11741;5097;On Time;3;6;2857;Bad
5120;67;4541;11416;9725;On Time;3;4;1708;Good
5121;18;4103;5317;12064;On Time;5;11;3043;Good
5122;55;5165;12897;15748;On Time;1;18;2770;Good
5123;55;6795;2549;20120;On Time;3;2;2358;Good
5124;38;3843;6729;18470;On Time;5;3;3615;Bad
5125;65;6501;4;9103;On Time;3;17;2238;Good
5126;46;3827;17793;13141;On Time;4;9;2601;Bad
5127;22;3728;8842;15381;On Time;3;19;4116;Bad
5128;66;6227;20834;13688;Late;3;18;5018;Bad
5129;27;6382;14014;13653;On Time;5;6;4431;Good
5130;45;6277;12240;6386;On Time;3;4;3262;Good
5131;38;3026;7068;9236;Late;5;17;3734;Bad
5132;67;4301;4768;12985;On Time;1;19;3293;Good
5133;24;6234;12614;5000;On Time;5;11;976;Good
5134;20;5062;9642;18203;On Time;1;18;1382;Good
5135;62;3389;3303;8136;On Time;3;16;2715;Bad
5136;64;5687;2415;18434;On Time;1;19;4921;Good
5137;37;3927;5206;17994;On Time;2;9;1808;Bad
5138;36;7691;19104;12281;On Time;2;17;3729;Bad
5139;52;7317;21066;20002;On Time;5;16;1751;Bad
5140;21;5906;11024;18715;On Time;4;6;3911;Good
5141;22;7041;10744;13455;Late;3;19;3558;Bad
5142;18;5097;8318;12891;On Time;2;4;1736;Good
5143;21;6148;5327;20486;On Time;4;11;3116;Good
